actual_rul,predicted_rul,status,risk,maintenance
62,97.722046,good, medium risk,continue monitoring
61,96.31951,good, medium risk,continue monitoring
60,85.03394,good, medium risk,continue monitoring
59,86.16057,good, medium risk,continue monitoring
58,91.52727,good, medium risk,continue monitoring
57,90.04396,good, medium risk,continue monitoring
56,82.79006,good, medium risk,continue monitoring
55,70.772,good, medium risk,continue monitoring
54,62.912018,good, medium risk,continue monitoring
53,56.27549,not good, high risk, need maintenance
52,51.021084,not good, high risk, need maintenance
51,56.934162,not good, high risk, need maintenance
50,66.6113,good, medium risk,continue monitoring
49,80.147224,good, medium risk,continue monitoring
48,89.357956,good, medium risk,continue monitoring
47,91.43315,good, medium risk,continue monitoring
46,86.88034,good, medium risk,continue monitoring
45,89.59009,good, medium risk,continue monitoring
44,86.93386,good, medium risk,continue monitoring
43,83.317444,good, medium risk,continue monitoring
42,74.35262,good, medium risk,continue monitoring
41,65.462906,good, medium risk,continue monitoring
40,62.63553,good, medium risk,continue monitoring
39,53.850903,not good, high risk, need maintenance
38,51.235443,not good, high risk, need maintenance
37,45.982628,not good, high risk, need maintenance
36,43.959988,not good, high risk, need maintenance
35,46.220573,not good, high risk, need maintenance
34,47.682266,not good, high risk, need maintenance
33,45.311256,not good, high risk, need maintenance
32,42.937393,not good, high risk, need maintenance
31,45.443863,not good, high risk, need maintenance
30,43.59545,not good, high risk, need maintenance
29,45.025383,not good, high risk, need maintenance
28,48.38153,not good, high risk, need maintenance
27,44.323994,not good, high risk, need maintenance
26,40.17198,not good, high risk, need maintenance
25,30.350706,not good, high risk, need maintenance
24,24.623999,extremely bad, very high risk, immediate maintenance required
23,27.02133,extremely bad, very high risk, immediate maintenance required
22,27.075829,extremely bad, very high risk, immediate maintenance required
21,25.540272,extremely bad, very high risk, immediate maintenance required
20,24.570995,extremely bad, very high risk, immediate maintenance required
19,23.801378,extremely bad, very high risk, immediate maintenance required
18,23.621279,extremely bad, very high risk, immediate maintenance required
17,23.312187,extremely bad, very high risk, immediate maintenance required
16,21.007307,extremely bad, very high risk, immediate maintenance required
15,19.920462,extremely bad, very high risk, immediate maintenance required
14,19.27569,extremely bad, very high risk, immediate maintenance required
13,19.21314,extremely bad, very high risk, immediate maintenance required
12,19.940512,extremely bad, very high risk, immediate maintenance required
11,17.953995,extremely bad, very high risk, immediate maintenance required
10,13.991561,extremely bad, very high risk, immediate maintenance required
9,10.176308,extremely bad, very high risk, immediate maintenance required
8,6.044957,extremely bad, very high risk, immediate maintenance required
7,6.5128307,extremely bad, very high risk, immediate maintenance required
6,6.9884377,extremely bad, very high risk, immediate maintenance required
5,4.484039,extremely bad, very high risk, immediate maintenance required
4,2.0938127,extremely bad, very high risk, immediate maintenance required
3,2.0026686,extremely bad, very high risk, immediate maintenance required
2,2.9871683,extremely bad, very high risk, immediate maintenance required
1,2.6148262,extremely bad, very high risk, immediate maintenance required
0,2.159983,extremely bad, very high risk, immediate maintenance required
125,126.954414,great,no risk, No maintenance required
125,124.78017,great,no risk, No maintenance required
125,123.99098,great,no risk, No maintenance required
125,126.5177,great,no risk, No maintenance required
125,124.33854,great,no risk, No maintenance required
125,124.10851,great,no risk, No maintenance required
125,123.56635,great,no risk, No maintenance required
125,124.52564,great,no risk, No maintenance required
125,125.51909,great,no risk, No maintenance required
125,123.68245,great,no risk, No maintenance required
125,122.96719,great,no risk, No maintenance required
125,125.00763,great,no risk, No maintenance required
125,123.050705,great,no risk, No maintenance required
125,124.35355,great,no risk, No maintenance required
125,124.291855,great,no risk, No maintenance required
125,127.251656,great,no risk, No maintenance required
125,127.21133,great,no risk, No maintenance required
125,122.465775,great,no risk, No maintenance required
125,121.03012,great,no risk, No maintenance required
125,123.32349,great,no risk, No maintenance required
125,123.770775,great,no risk, No maintenance required
125,123.46361,great,no risk, No maintenance required
125,123.130196,great,no risk, No maintenance required
125,123.40681,great,no risk, No maintenance required
125,123.08044,great,no risk, No maintenance required
125,122.22429,great,no risk, No maintenance required
125,120.45276,great,no risk, No maintenance required
125,122.43535,great,no risk, No maintenance required
125,121.682724,great,no risk, No maintenance required
125,119.68639,great,no risk, No maintenance required
125,118.6774,great,no risk, No maintenance required
125,119.03118,great,no risk, No maintenance required
125,120.91625,great,no risk, No maintenance required
125,121.21024,great,no risk, No maintenance required
125,121.48363,great,no risk, No maintenance required
125,118.62259,great,no risk, No maintenance required
125,119.10879,great,no risk, No maintenance required
125,120.36405,great,no risk, No maintenance required
125,119.2706,great,no risk, No maintenance required
125,117.806206,great,no risk, No maintenance required
125,117.20665,great,no risk, No maintenance required
125,117.35335,great,no risk, No maintenance required
125,115.17345,great,no risk, No maintenance required
125,118.251686,great,no risk, No maintenance required
125,116.76281,great,no risk, No maintenance required
125,119.17642,great,no risk, No maintenance required
125,115.74989,great,no risk, No maintenance required
125,117.54413,great,no risk, No maintenance required
125,117.27426,great,no risk, No maintenance required
125,116.543945,great,no risk, No maintenance required
125,116.10599,great,no risk, No maintenance required
125,117.16791,great,no risk, No maintenance required
125,116.9799,great,no risk, No maintenance required
125,114.145454,great,no risk, No maintenance required
125,112.39778,great,no risk, No maintenance required
125,113.389725,great,no risk, No maintenance required
125,111.0329,great,no risk, No maintenance required
125,113.91196,great,no risk, No maintenance required
125,113.13354,great,no risk, No maintenance required
125,111.29508,great,no risk, No maintenance required
125,113.34915,great,no risk, No maintenance required
125,111.78526,great,no risk, No maintenance required
125,112.21843,great,no risk, No maintenance required
125,111.42254,great,no risk, No maintenance required
125,112.42483,great,no risk, No maintenance required
125,113.38322,great,no risk, No maintenance required
125,113.88196,great,no risk, No maintenance required
125,114.37961,great,no risk, No maintenance required
125,113.13311,great,no risk, No maintenance required
125,114.588974,great,no risk, No maintenance required
125,113.948715,great,no risk, No maintenance required
125,115.721275,great,no risk, No maintenance required
125,113.50046,great,no risk, No maintenance required
125,111.603584,great,no risk, No maintenance required
125,112.96799,great,no risk, No maintenance required
125,111.62749,great,no risk, No maintenance required
125,113.141335,great,no risk, No maintenance required
125,116.6755,great,no risk, No maintenance required
125,114.67693,great,no risk, No maintenance required
125,115.22748,great,no risk, No maintenance required
125,115.28479,great,no risk, No maintenance required
125,113.915504,great,no risk, No maintenance required
125,114.29607,great,no risk, No maintenance required
125,114.44773,great,no risk, No maintenance required
125,111.41092,great,no risk, No maintenance required
124,113.03034,great,no risk, No maintenance required
123,111.96955,great,no risk, No maintenance required
122,109.78019,great,no risk, No maintenance required
121,107.73582,great,no risk, No maintenance required
120,106.232,great,no risk, No maintenance required
119,107.18052,great,no risk, No maintenance required
118,104.62262,great,no risk, No maintenance required
117,104.25973,great,no risk, No maintenance required
116,102.68416,great,no risk, No maintenance required
115,101.83085,great,no risk, No maintenance required
114,100.820015,great,no risk, No maintenance required
113,103.479546,great,no risk, No maintenance required
112,103.53711,great,no risk, No maintenance required
111,101.44919,great,no risk, No maintenance required
110,99.767944,good, medium risk,continue monitoring
109,103.38866,great,no risk, No maintenance required
108,105.23555,great,no risk, No maintenance required
107,106.78766,great,no risk, No maintenance required
106,105.50832,great,no risk, No maintenance required
105,104.78119,great,no risk, No maintenance required
104,100.48899,great,no risk, No maintenance required
103,102.13121,great,no risk, No maintenance required
102,102.20833,great,no risk, No maintenance required
101,100.74907,great,no risk, No maintenance required
100,99.8363,good, medium risk,continue monitoring
99,98.2147,good, medium risk,continue monitoring
98,95.70647,good, medium risk,continue monitoring
97,98.17202,good, medium risk,continue monitoring
96,96.01199,good, medium risk,continue monitoring
95,92.61034,good, medium risk,continue monitoring
94,86.97653,good, medium risk,continue monitoring
93,87.24137,good, medium risk,continue monitoring
92,83.93411,good, medium risk,continue monitoring
91,76.4861,good, medium risk,continue monitoring
90,68.013435,good, medium risk,continue monitoring
89,75.39632,good, medium risk,continue monitoring
88,80.673996,good, medium risk,continue monitoring
87,83.34875,good, medium risk,continue monitoring
86,80.51184,good, medium risk,continue monitoring
85,80.65977,good, medium risk,continue monitoring
84,83.99635,good, medium risk,continue monitoring
83,87.27831,good, medium risk,continue monitoring
82,88.31114,good, medium risk,continue monitoring
81,86.96588,good, medium risk,continue monitoring
80,88.492966,good, medium risk,continue monitoring
79,84.43192,good, medium risk,continue monitoring
78,86.52362,good, medium risk,continue monitoring
77,86.64375,good, medium risk,continue monitoring
76,90.81505,good, medium risk,continue monitoring
75,94.65991,good, medium risk,continue monitoring
74,89.97844,good, medium risk,continue monitoring
73,89.64799,good, medium risk,continue monitoring
72,88.98131,good, medium risk,continue monitoring
71,84.00509,good, medium risk,continue monitoring
70,88.30302,good, medium risk,continue monitoring
69,95.176025,good, medium risk,continue monitoring
68,94.87288,good, medium risk,continue monitoring
67,98.27616,good, medium risk,continue monitoring
66,100.608246,great,no risk, No maintenance required
65,97.88071,good, medium risk,continue monitoring
64,95.42056,good, medium risk,continue monitoring
63,96.49043,good, medium risk,continue monitoring
62,94.110565,good, medium risk,continue monitoring
61,94.83571,good, medium risk,continue monitoring
60,87.01968,good, medium risk,continue monitoring
59,83.11069,good, medium risk,continue monitoring
58,76.7936,good, medium risk,continue monitoring
57,75.333466,good, medium risk,continue monitoring
56,75.916084,good, medium risk,continue monitoring
55,70.28636,good, medium risk,continue monitoring
54,66.24888,good, medium risk,continue monitoring
53,65.64984,good, medium risk,continue monitoring
52,66.34178,good, medium risk,continue monitoring
51,62.375206,good, medium risk,continue monitoring
50,59.081192,not good, high risk, need maintenance
49,57.958298,not good, high risk, need maintenance
48,59.596382,not good, high risk, need maintenance
47,60.38968,good, medium risk,continue monitoring
46,61.40593,good, medium risk,continue monitoring
45,56.461777,not good, high risk, need maintenance
44,45.38573,not good, high risk, need maintenance
43,38.565857,not good, high risk, need maintenance
42,37.805595,not good, high risk, need maintenance
41,34.801975,not good, high risk, need maintenance
40,32.42647,not good, high risk, need maintenance
39,31.822847,not good, high risk, need maintenance
38,33.45069,not good, high risk, need maintenance
37,33.50087,not good, high risk, need maintenance
36,34.71409,not good, high risk, need maintenance
35,32.98725,not good, high risk, need maintenance
34,32.241356,not good, high risk, need maintenance
33,33.407425,not good, high risk, need maintenance
32,35.22418,not good, high risk, need maintenance
31,37.66139,not good, high risk, need maintenance
30,39.406033,not good, high risk, need maintenance
29,35.47519,not good, high risk, need maintenance
28,34.269844,not good, high risk, need maintenance
27,35.973892,not good, high risk, need maintenance
26,33.662613,not good, high risk, need maintenance
25,31.138645,not good, high risk, need maintenance
24,31.894033,not good, high risk, need maintenance
23,32.32563,not good, high risk, need maintenance
22,33.049088,not good, high risk, need maintenance
21,31.523188,not good, high risk, need maintenance
20,27.788866,extremely bad, very high risk, immediate maintenance required
19,25.508894,extremely bad, very high risk, immediate maintenance required
18,24.382895,extremely bad, very high risk, immediate maintenance required
17,23.493387,extremely bad, very high risk, immediate maintenance required
16,23.731123,extremely bad, very high risk, immediate maintenance required
15,24.535906,extremely bad, very high risk, immediate maintenance required
14,22.527632,extremely bad, very high risk, immediate maintenance required
13,18.83711,extremely bad, very high risk, immediate maintenance required
12,16.667654,extremely bad, very high risk, immediate maintenance required
11,16.420683,extremely bad, very high risk, immediate maintenance required
10,17.088514,extremely bad, very high risk, immediate maintenance required
9,15.847163,extremely bad, very high risk, immediate maintenance required
8,14.099704,extremely bad, very high risk, immediate maintenance required
7,13.300334,extremely bad, very high risk, immediate maintenance required
6,15.159038,extremely bad, very high risk, immediate maintenance required
5,17.093748,extremely bad, very high risk, immediate maintenance required
4,17.810818,extremely bad, very high risk, immediate maintenance required
3,15.042777,extremely bad, very high risk, immediate maintenance required
2,12.057984,extremely bad, very high risk, immediate maintenance required
1,8.58788,extremely bad, very high risk, immediate maintenance required
0,6.91251,extremely bad, very high risk, immediate maintenance required
125,131.92361,great,no risk, No maintenance required
125,127.65408,great,no risk, No maintenance required
125,127.403946,great,no risk, No maintenance required
125,126.21179,great,no risk, No maintenance required
125,126.12496,great,no risk, No maintenance required
125,125.8858,great,no risk, No maintenance required
125,127.32123,great,no risk, No maintenance required
125,126.30611,great,no risk, No maintenance required
125,130.06929,great,no risk, No maintenance required
125,126.887024,great,no risk, No maintenance required
125,125.631195,great,no risk, No maintenance required
125,126.380394,great,no risk, No maintenance required
125,127.71631,great,no risk, No maintenance required
125,125.06055,great,no risk, No maintenance required
125,127.07395,great,no risk, No maintenance required
125,126.63011,great,no risk, No maintenance required
125,125.732376,great,no risk, No maintenance required
125,123.340096,great,no risk, No maintenance required
125,125.39572,great,no risk, No maintenance required
125,123.88932,great,no risk, No maintenance required
125,123.01573,great,no risk, No maintenance required
125,123.42968,great,no risk, No maintenance required
125,122.90851,great,no risk, No maintenance required
125,125.63948,great,no risk, No maintenance required
125,124.56218,great,no risk, No maintenance required
125,121.79817,great,no risk, No maintenance required
125,123.19736,great,no risk, No maintenance required
125,124.31798,great,no risk, No maintenance required
125,124.66824,great,no risk, No maintenance required
125,123.11881,great,no risk, No maintenance required
125,123.185776,great,no risk, No maintenance required
125,122.35788,great,no risk, No maintenance required
125,124.12028,great,no risk, No maintenance required
125,120.58597,great,no risk, No maintenance required
125,119.67208,great,no risk, No maintenance required
125,120.053185,great,no risk, No maintenance required
125,119.13129,great,no risk, No maintenance required
125,117.40903,great,no risk, No maintenance required
125,118.37115,great,no risk, No maintenance required
125,120.5013,great,no risk, No maintenance required
125,118.32117,great,no risk, No maintenance required
125,117.21208,great,no risk, No maintenance required
125,118.32027,great,no risk, No maintenance required
125,120.10862,great,no risk, No maintenance required
125,118.8739,great,no risk, No maintenance required
125,120.30895,great,no risk, No maintenance required
125,118.658516,great,no risk, No maintenance required
125,115.18701,great,no risk, No maintenance required
125,119.934265,great,no risk, No maintenance required
125,115.73266,great,no risk, No maintenance required
125,117.97609,great,no risk, No maintenance required
125,119.38466,great,no risk, No maintenance required
124,118.67306,great,no risk, No maintenance required
123,116.40839,great,no risk, No maintenance required
122,117.01843,great,no risk, No maintenance required
121,119.201775,great,no risk, No maintenance required
120,118.60091,great,no risk, No maintenance required
119,117.52717,great,no risk, No maintenance required
118,117.72299,great,no risk, No maintenance required
117,116.88647,great,no risk, No maintenance required
116,114.75973,great,no risk, No maintenance required
115,112.445,great,no risk, No maintenance required
114,110.485535,great,no risk, No maintenance required
113,112.69094,great,no risk, No maintenance required
112,112.49969,great,no risk, No maintenance required
111,112.940216,great,no risk, No maintenance required
110,113.54974,great,no risk, No maintenance required
109,110.52596,great,no risk, No maintenance required
108,111.61958,great,no risk, No maintenance required
107,109.02547,great,no risk, No maintenance required
106,110.88028,great,no risk, No maintenance required
105,114.08725,great,no risk, No maintenance required
104,112.656075,great,no risk, No maintenance required
103,108.713,great,no risk, No maintenance required
102,110.71891,great,no risk, No maintenance required
101,112.593025,great,no risk, No maintenance required
100,111.16664,great,no risk, No maintenance required
99,111.545395,great,no risk, No maintenance required
98,111.49942,great,no risk, No maintenance required
97,109.57238,great,no risk, No maintenance required
96,110.71004,great,no risk, No maintenance required
95,109.840454,great,no risk, No maintenance required
94,108.36034,great,no risk, No maintenance required
93,110.26234,great,no risk, No maintenance required
92,106.81347,great,no risk, No maintenance required
91,104.35987,great,no risk, No maintenance required
90,105.703995,great,no risk, No maintenance required
89,104.76964,great,no risk, No maintenance required
88,106.21497,great,no risk, No maintenance required
87,109.58861,great,no risk, No maintenance required
86,109.95796,great,no risk, No maintenance required
85,105.475,great,no risk, No maintenance required
84,107.73366,great,no risk, No maintenance required
83,106.75993,great,no risk, No maintenance required
82,103.61801,great,no risk, No maintenance required
81,96.21274,good, medium risk,continue monitoring
80,89.66742,good, medium risk,continue monitoring
79,87.99216,good, medium risk,continue monitoring
78,85.0668,good, medium risk,continue monitoring
77,86.06444,good, medium risk,continue monitoring
76,85.06271,good, medium risk,continue monitoring
75,82.60803,good, medium risk,continue monitoring
74,80.213715,good, medium risk,continue monitoring
73,81.953835,good, medium risk,continue monitoring
72,75.70032,good, medium risk,continue monitoring
71,78.95143,good, medium risk,continue monitoring
70,81.542656,good, medium risk,continue monitoring
69,83.80199,good, medium risk,continue monitoring
68,82.03554,good, medium risk,continue monitoring
67,74.78354,good, medium risk,continue monitoring
66,67.78849,good, medium risk,continue monitoring
65,66.59491,good, medium risk,continue monitoring
64,70.03488,good, medium risk,continue monitoring
63,75.20429,good, medium risk,continue monitoring
62,71.68036,good, medium risk,continue monitoring
61,71.21176,good, medium risk,continue monitoring
60,68.70932,good, medium risk,continue monitoring
59,65.204834,good, medium risk,continue monitoring
58,68.66184,good, medium risk,continue monitoring
57,77.08332,good, medium risk,continue monitoring
56,75.97986,good, medium risk,continue monitoring
55,77.55496,good, medium risk,continue monitoring
54,82.68881,good, medium risk,continue monitoring
53,81.850136,good, medium risk,continue monitoring
52,78.55185,good, medium risk,continue monitoring
51,77.36377,good, medium risk,continue monitoring
50,74.517426,good, medium risk,continue monitoring
49,69.22995,good, medium risk,continue monitoring
48,62.43029,good, medium risk,continue monitoring
47,52.867958,not good, high risk, need maintenance
46,59.122208,not good, high risk, need maintenance
45,57.69762,not good, high risk, need maintenance
44,58.294624,not good, high risk, need maintenance
43,56.44931,not good, high risk, need maintenance
42,48.31582,not good, high risk, need maintenance
41,40.594887,not good, high risk, need maintenance
40,34.206192,not good, high risk, need maintenance
39,32.346527,not good, high risk, need maintenance
38,36.19918,not good, high risk, need maintenance
37,38.723785,not good, high risk, need maintenance
36,36.537422,not good, high risk, need maintenance
35,34.22296,not good, high risk, need maintenance
34,34.510918,not good, high risk, need maintenance
33,32.315197,not good, high risk, need maintenance
32,33.140495,not good, high risk, need maintenance
31,29.130672,extremely bad, very high risk, immediate maintenance required
30,27.9354,extremely bad, very high risk, immediate maintenance required
29,30.624983,not good, high risk, need maintenance
28,31.505613,not good, high risk, need maintenance
27,27.812101,extremely bad, very high risk, immediate maintenance required
26,26.906126,extremely bad, very high risk, immediate maintenance required
25,27.557734,extremely bad, very high risk, immediate maintenance required
24,26.353237,extremely bad, very high risk, immediate maintenance required
23,23.136435,extremely bad, very high risk, immediate maintenance required
22,22.60164,extremely bad, very high risk, immediate maintenance required
21,22.034271,extremely bad, very high risk, immediate maintenance required
20,21.735575,extremely bad, very high risk, immediate maintenance required
19,23.222052,extremely bad, very high risk, immediate maintenance required
18,24.643717,extremely bad, very high risk, immediate maintenance required
17,23.637808,extremely bad, very high risk, immediate maintenance required
16,20.016895,extremely bad, very high risk, immediate maintenance required
15,16.750353,extremely bad, very high risk, immediate maintenance required
14,14.30597,extremely bad, very high risk, immediate maintenance required
13,10.853683,extremely bad, very high risk, immediate maintenance required
12,8.659186,extremely bad, very high risk, immediate maintenance required
11,10.874873,extremely bad, very high risk, immediate maintenance required
10,9.66182,extremely bad, very high risk, immediate maintenance required
9,8.530551,extremely bad, very high risk, immediate maintenance required
8,8.769916,extremely bad, very high risk, immediate maintenance required
7,8.477142,extremely bad, very high risk, immediate maintenance required
6,9.876575,extremely bad, very high risk, immediate maintenance required
5,11.38265,extremely bad, very high risk, immediate maintenance required
4,9.979709,extremely bad, very high risk, immediate maintenance required
3,6.955818,extremely bad, very high risk, immediate maintenance required
2,5.2340603,extremely bad, very high risk, immediate maintenance required
1,4.808627,extremely bad, very high risk, immediate maintenance required
0,3.41176,extremely bad, very high risk, immediate maintenance required
125,120.204414,great,no risk, No maintenance required
125,121.95654,great,no risk, No maintenance required
125,121.02424,great,no risk, No maintenance required
125,124.82579,great,no risk, No maintenance required
125,122.67143,great,no risk, No maintenance required
125,121.470116,great,no risk, No maintenance required
125,123.00115,great,no risk, No maintenance required
125,122.36691,great,no risk, No maintenance required
125,122.06152,great,no risk, No maintenance required
125,121.517746,great,no risk, No maintenance required
125,123.11461,great,no risk, No maintenance required
125,120.14641,great,no risk, No maintenance required
125,119.14963,great,no risk, No maintenance required
125,117.5873,great,no risk, No maintenance required
125,114.77463,great,no risk, No maintenance required
125,115.4664,great,no risk, No maintenance required
125,117.47189,great,no risk, No maintenance required
125,118.32877,great,no risk, No maintenance required
125,117.139084,great,no risk, No maintenance required
125,117.999084,great,no risk, No maintenance required
125,116.96183,great,no risk, No maintenance required
125,116.60182,great,no risk, No maintenance required
125,118.10392,great,no risk, No maintenance required
125,114.71249,great,no risk, No maintenance required
125,114.17672,great,no risk, No maintenance required
125,110.42298,great,no risk, No maintenance required
125,112.552864,great,no risk, No maintenance required
125,112.80977,great,no risk, No maintenance required
125,110.79556,great,no risk, No maintenance required
125,113.60678,great,no risk, No maintenance required
125,113.57935,great,no risk, No maintenance required
125,110.67012,great,no risk, No maintenance required
125,112.96167,great,no risk, No maintenance required
125,117.169174,great,no risk, No maintenance required
125,116.246254,great,no risk, No maintenance required
125,116.14391,great,no risk, No maintenance required
125,115.41154,great,no risk, No maintenance required
125,119.6423,great,no risk, No maintenance required
125,116.97412,great,no risk, No maintenance required
125,113.867035,great,no risk, No maintenance required
125,111.88113,great,no risk, No maintenance required
125,113.50191,great,no risk, No maintenance required
125,114.35571,great,no risk, No maintenance required
125,113.896255,great,no risk, No maintenance required
125,112.29357,great,no risk, No maintenance required
125,115.87614,great,no risk, No maintenance required
125,112.8762,great,no risk, No maintenance required
124,113.43156,great,no risk, No maintenance required
123,111.10114,great,no risk, No maintenance required
122,114.86505,great,no risk, No maintenance required
121,115.28126,great,no risk, No maintenance required
120,112.105484,great,no risk, No maintenance required
119,111.4341,great,no risk, No maintenance required
118,112.97095,great,no risk, No maintenance required
117,110.545006,great,no risk, No maintenance required
116,114.12715,great,no risk, No maintenance required
115,111.27085,great,no risk, No maintenance required
114,107.87026,great,no risk, No maintenance required
113,108.73263,great,no risk, No maintenance required
112,110.9102,great,no risk, No maintenance required
111,108.88636,great,no risk, No maintenance required
110,108.28337,great,no risk, No maintenance required
109,106.0744,great,no risk, No maintenance required
108,102.52089,great,no risk, No maintenance required
107,99.02005,good, medium risk,continue monitoring
106,99.27586,good, medium risk,continue monitoring
105,97.88307,good, medium risk,continue monitoring
104,99.56722,good, medium risk,continue monitoring
103,102.79138,great,no risk, No maintenance required
102,99.78287,good, medium risk,continue monitoring
101,96.34098,good, medium risk,continue monitoring
100,99.85261,good, medium risk,continue monitoring
99,98.490585,good, medium risk,continue monitoring
98,94.14181,good, medium risk,continue monitoring
97,92.44034,good, medium risk,continue monitoring
96,89.90114,good, medium risk,continue monitoring
95,83.73438,good, medium risk,continue monitoring
94,75.68036,good, medium risk,continue monitoring
93,73.40486,good, medium risk,continue monitoring
92,68.47613,good, medium risk,continue monitoring
91,71.13263,good, medium risk,continue monitoring
90,70.100876,good, medium risk,continue monitoring
89,66.58236,good, medium risk,continue monitoring
88,58.534523,not good, high risk, need maintenance
87,56.80812,not good, high risk, need maintenance
86,58.57192,not good, high risk, need maintenance
85,60.948315,good, medium risk,continue monitoring
84,65.42813,good, medium risk,continue monitoring
83,65.33705,good, medium risk,continue monitoring
82,60.381294,good, medium risk,continue monitoring
81,62.86283,good, medium risk,continue monitoring
80,60.332954,good, medium risk,continue monitoring
79,60.799908,good, medium risk,continue monitoring
78,66.19738,good, medium risk,continue monitoring
77,70.08537,good, medium risk,continue monitoring
76,69.938,good, medium risk,continue monitoring
75,69.130325,good, medium risk,continue monitoring
74,65.29199,good, medium risk,continue monitoring
73,67.20914,good, medium risk,continue monitoring
72,68.58796,good, medium risk,continue monitoring
71,65.38437,good, medium risk,continue monitoring
70,61.71277,good, medium risk,continue monitoring
69,60.366127,good, medium risk,continue monitoring
68,53.28949,not good, high risk, need maintenance
67,47.658974,not good, high risk, need maintenance
66,46.190758,not good, high risk, need maintenance
65,47.858368,not good, high risk, need maintenance
64,53.919136,not good, high risk, need maintenance
63,57.245445,not good, high risk, need maintenance
62,51.90589,not good, high risk, need maintenance
61,46.67427,not good, high risk, need maintenance
60,46.478195,not good, high risk, need maintenance
59,44.767307,not good, high risk, need maintenance
58,44.090424,not good, high risk, need maintenance
57,47.19454,not good, high risk, need maintenance
56,51.164585,not good, high risk, need maintenance
55,46.966812,not good, high risk, need maintenance
