actual_rul,predicted_rul,status,risk,maintenance
155,157.75732,great,no risk, No maintenance required
154,157.08731,great,no risk, No maintenance required
153,159.35564,great,no risk, No maintenance required
152,159.72145,great,no risk, No maintenance required
151,156.59653,great,no risk, No maintenance required
150,157.17729,great,no risk, No maintenance required
149,158.51619,great,no risk, No maintenance required
148,159.4014,great,no risk, No maintenance required
147,158.34456,great,no risk, No maintenance required
146,157.55913,great,no risk, No maintenance required
145,156.61191,great,no risk, No maintenance required
144,157.9303,great,no risk, No maintenance required
143,154.93163,great,no risk, No maintenance required
142,152.44907,great,no risk, No maintenance required
141,152.2743,great,no risk, No maintenance required
140,151.28307,great,no risk, No maintenance required
139,149.5265,great,no risk, No maintenance required
138,149.78247,great,no risk, No maintenance required
137,152.4078,great,no risk, No maintenance required
136,151.07979,great,no risk, No maintenance required
135,149.20741,great,no risk, No maintenance required
134,149.73041,great,no risk, No maintenance required
133,152.37662,great,no risk, No maintenance required
132,151.47487,great,no risk, No maintenance required
131,152.747,great,no risk, No maintenance required
130,150.72993,great,no risk, No maintenance required
129,146.2682,great,no risk, No maintenance required
128,150.03674,great,no risk, No maintenance required
127,147.35245,great,no risk, No maintenance required
126,149.08763,great,no risk, No maintenance required
125,151.06026,great,no risk, No maintenance required
124,151.15639,great,no risk, No maintenance required
123,148.20525,great,no risk, No maintenance required
122,148.17244,great,no risk, No maintenance required
121,150.62254,great,no risk, No maintenance required
120,150.73994,great,no risk, No maintenance required
119,149.06227,great,no risk, No maintenance required
118,148.56584,great,no risk, No maintenance required
117,147.28624,great,no risk, No maintenance required
116,144.64659,great,no risk, No maintenance required
115,141.35349,great,no risk, No maintenance required
114,138.31258,great,no risk, No maintenance required
113,140.93364,great,no risk, No maintenance required
112,141.83437,great,no risk, No maintenance required
111,142.87245,great,no risk, No maintenance required
110,143.4552,great,no risk, No maintenance required
109,140.17273,great,no risk, No maintenance required
108,140.19443,great,no risk, No maintenance required
107,137.35782,great,no risk, No maintenance required
106,138.5888,great,no risk, No maintenance required
105,142.51723,great,no risk, No maintenance required
104,141.98936,great,no risk, No maintenance required
103,137.09549,great,no risk, No maintenance required
102,137.38432,great,no risk, No maintenance required
101,139.47743,great,no risk, No maintenance required
100,138.39404,great,no risk, No maintenance required
99,137.64331,great,no risk, No maintenance required
98,137.37898,great,no risk, No maintenance required
97,135.18716,great,no risk, No maintenance required
96,136.06477,great,no risk, No maintenance required
95,135.87653,great,no risk, No maintenance required
94,135.23413,great,no risk, No maintenance required
93,136.78893,great,no risk, No maintenance required
92,133.69426,great,no risk, No maintenance required
91,130.34547,great,no risk, No maintenance required
90,130.82214,great,no risk, No maintenance required
89,130.22734,great,no risk, No maintenance required
88,131.74187,great,no risk, No maintenance required
87,135.77403,great,no risk, No maintenance required
86,137.22601,great,no risk, No maintenance required
85,131.86757,great,no risk, No maintenance required
84,132.68393,great,no risk, No maintenance required
83,131.59917,great,no risk, No maintenance required
82,127.72774,great,no risk, No maintenance required
81,123.58104,great,no risk, No maintenance required
80,118.75403,great,no risk, No maintenance required
79,119.25727,great,no risk, No maintenance required
78,119.32766,great,no risk, No maintenance required
77,122.19666,great,no risk, No maintenance required
76,123.143074,great,no risk, No maintenance required
75,121.65376,great,no risk, No maintenance required
74,119.81877,great,no risk, No maintenance required
73,121.94756,great,no risk, No maintenance required
72,116.56761,great,no risk, No maintenance required
71,118.25032,great,no risk, No maintenance required
70,119.74712,great,no risk, No maintenance required
69,119.37606,great,no risk, No maintenance required
68,116.02269,great,no risk, No maintenance required
67,110.213104,great,no risk, No maintenance required
66,105.27927,great,no risk, No maintenance required
65,104.31884,great,no risk, No maintenance required
64,106.52692,great,no risk, No maintenance required
63,109.88727,great,no risk, No maintenance required
62,106.08702,great,no risk, No maintenance required
61,105.44717,great,no risk, No maintenance required
60,102.03783,great,no risk, No maintenance required
59,97.49988,good, medium risk,continue monitoring
58,97.549866,good, medium risk,continue monitoring
57,101.778435,great,no risk, No maintenance required
56,97.588745,good, medium risk,continue monitoring
55,96.843735,good, medium risk,continue monitoring
54,97.04945,good, medium risk,continue monitoring
53,93.954475,good, medium risk,continue monitoring
52,91.004715,good, medium risk,continue monitoring
51,87.52937,good, medium risk,continue monitoring
50,84.35341,good, medium risk,continue monitoring
49,78.861694,good, medium risk,continue monitoring
48,72.30062,good, medium risk,continue monitoring
47,63.925583,good, medium risk,continue monitoring
46,62.850754,good, medium risk,continue monitoring
45,53.45153,not good, high risk, need maintenance
44,46.92568,not good, high risk, need maintenance
43,40.416542,not good, high risk, need maintenance
42,34.34047,not good, high risk, need maintenance
41,33.333145,not good, high risk, need maintenance
40,31.109465,not good, high risk, need maintenance
39,31.473745,not good, high risk, need maintenance
38,32.45719,not good, high risk, need maintenance
37,32.33579,not good, high risk, need maintenance
36,30.551935,not good, high risk, need maintenance
35,30.123224,not good, high risk, need maintenance
34,30.072538,not good, high risk, need maintenance
33,30.529245,not good, high risk, need maintenance
32,30.912275,not good, high risk, need maintenance
31,30.137243,not good, high risk, need maintenance
30,31.53168,not good, high risk, need maintenance
29,33.012356,not good, high risk, need maintenance
28,32.6913,not good, high risk, need maintenance
27,30.670557,not good, high risk, need maintenance
26,28.974249,extremely bad, very high risk, immediate maintenance required
25,28.945993,extremely bad, very high risk, immediate maintenance required
24,28.073246,extremely bad, very high risk, immediate maintenance required
23,26.575632,extremely bad, very high risk, immediate maintenance required
22,25.830969,extremely bad, very high risk, immediate maintenance required
21,24.117516,extremely bad, very high risk, immediate maintenance required
20,23.994226,extremely bad, very high risk, immediate maintenance required
19,24.057938,extremely bad, very high risk, immediate maintenance required
18,23.773577,extremely bad, very high risk, immediate maintenance required
17,23.81225,extremely bad, very high risk, immediate maintenance required
16,21.954815,extremely bad, very high risk, immediate maintenance required
15,21.196964,extremely bad, very high risk, immediate maintenance required
14,19.684107,extremely bad, very high risk, immediate maintenance required
13,17.68213,extremely bad, very high risk, immediate maintenance required
12,16.67235,extremely bad, very high risk, immediate maintenance required
11,16.836115,extremely bad, very high risk, immediate maintenance required
10,15.703961,extremely bad, very high risk, immediate maintenance required
9,15.148228,extremely bad, very high risk, immediate maintenance required
8,14.298148,extremely bad, very high risk, immediate maintenance required
7,13.303706,extremely bad, very high risk, immediate maintenance required
6,12.972653,extremely bad, very high risk, immediate maintenance required
5,12.519132,extremely bad, very high risk, immediate maintenance required
4,11.731969,extremely bad, very high risk, immediate maintenance required
3,11.028185,extremely bad, very high risk, immediate maintenance required
2,10.784557,extremely bad, very high risk, immediate maintenance required
1,10.513486,extremely bad, very high risk, immediate maintenance required
0,10.246417,extremely bad, very high risk, immediate maintenance required
171,124.54158,great,no risk, No maintenance required
170,126.52873,great,no risk, No maintenance required
169,126.57887,great,no risk, No maintenance required
168,130.62169,great,no risk, No maintenance required
167,130.35057,great,no risk, No maintenance required
166,128.55647,great,no risk, No maintenance required
165,128.15268,great,no risk, No maintenance required
164,127.415474,great,no risk, No maintenance required
163,126.433784,great,no risk, No maintenance required
162,124.589516,great,no risk, No maintenance required
161,125.884705,great,no risk, No maintenance required
160,122.60976,great,no risk, No maintenance required
159,119.37613,great,no risk, No maintenance required
158,115.65999,great,no risk, No maintenance required
157,110.66209,great,no risk, No maintenance required
156,110.89597,great,no risk, No maintenance required
155,114.201706,great,no risk, No maintenance required
154,117.72237,great,no risk, No maintenance required
153,117.353905,great,no risk, No maintenance required
152,118.94216,great,no risk, No maintenance required
151,118.52644,great,no risk, No maintenance required
150,117.88492,great,no risk, No maintenance required
149,120.45604,great,no risk, No maintenance required
148,115.746605,great,no risk, No maintenance required
147,110.69846,great,no risk, No maintenance required
146,103.433846,great,no risk, No maintenance required
145,103.59468,great,no risk, No maintenance required
144,104.84885,great,no risk, No maintenance required
143,101.932816,great,no risk, No maintenance required
142,107.6559,great,no risk, No maintenance required
141,111.082794,great,no risk, No maintenance required
140,107.81687,great,no risk, No maintenance required
139,109.15935,great,no risk, No maintenance required
138,115.06923,great,no risk, No maintenance required
137,115.39644,great,no risk, No maintenance required
136,115.44298,great,no risk, No maintenance required
135,111.986206,great,no risk, No maintenance required
134,115.19281,great,no risk, No maintenance required
133,113.03441,great,no risk, No maintenance required
132,105.06218,great,no risk, No maintenance required
131,97.97592,good, medium risk,continue monitoring
130,97.426186,good, medium risk,continue monitoring
129,98.9265,good, medium risk,continue monitoring
128,100.5643,great,no risk, No maintenance required
127,98.99734,good, medium risk,continue monitoring
126,103.712524,great,no risk, No maintenance required
125,101.81378,great,no risk, No maintenance required
124,101.88876,great,no risk, No maintenance required
123,98.10684,good, medium risk,continue monitoring
122,101.10768,great,no risk, No maintenance required
121,103.69111,great,no risk, No maintenance required
120,98.79254,good, medium risk,continue monitoring
119,96.3102,good, medium risk,continue monitoring
118,96.61556,good, medium risk,continue monitoring
117,93.60675,good, medium risk,continue monitoring
116,99.592926,good, medium risk,continue monitoring
115,97.15949,good, medium risk,continue monitoring
114,91.88196,good, medium risk,continue monitoring
113,91.33354,good, medium risk,continue monitoring
112,94.53578,good, medium risk,continue monitoring
111,92.54461,good, medium risk,continue monitoring
110,90.92036,good, medium risk,continue monitoring
109,88.418625,good, medium risk,continue monitoring
108,87.13188,good, medium risk,continue monitoring
107,85.99165,good, medium risk,continue monitoring
106,88.50787,good, medium risk,continue monitoring
105,86.99342,good, medium risk,continue monitoring
104,89.243866,good, medium risk,continue monitoring
103,93.10883,good, medium risk,continue monitoring
102,91.252716,good, medium risk,continue monitoring
101,89.8504,good, medium risk,continue monitoring
100,92.76397,good, medium risk,continue monitoring
99,92.92911,good, medium risk,continue monitoring
98,90.020744,good, medium risk,continue monitoring
97,88.80142,good, medium risk,continue monitoring
96,87.43043,good, medium risk,continue monitoring
95,84.113235,good, medium risk,continue monitoring
94,79.22069,good, medium risk,continue monitoring
93,77.23172,good, medium risk,continue monitoring
92,72.934235,good, medium risk,continue monitoring
91,73.40096,good, medium risk,continue monitoring
90,72.313354,good, medium risk,continue monitoring
89,70.91376,good, medium risk,continue monitoring
88,67.48204,good, medium risk,continue monitoring
87,67.34934,good, medium risk,continue monitoring
86,69.31064,good, medium risk,continue monitoring
85,73.47325,good, medium risk,continue monitoring
84,76.58715,good, medium risk,continue monitoring
83,73.36592,good, medium risk,continue monitoring
82,69.872574,good, medium risk,continue monitoring
81,72.39909,good, medium risk,continue monitoring
80,69.52736,good, medium risk,continue monitoring
79,67.04326,good, medium risk,continue monitoring
78,68.1694,good, medium risk,continue monitoring
77,69.76387,good, medium risk,continue monitoring
76,69.01465,good, medium risk,continue monitoring
75,69.104324,good, medium risk,continue monitoring
74,67.976715,good, medium risk,continue monitoring
73,67.92698,good, medium risk,continue monitoring
72,66.75385,good, medium risk,continue monitoring
71,64.052956,good, medium risk,continue monitoring
70,60.701897,good, medium risk,continue monitoring
69,57.94287,not good, high risk, need maintenance
68,52.733925,not good, high risk, need maintenance
67,49.251503,not good, high risk, need maintenance
66,46.740227,not good, high risk, need maintenance
65,45.138176,not good, high risk, need maintenance
64,46.889713,not good, high risk, need maintenance
63,47.30227,not good, high risk, need maintenance
62,47.38964,not good, high risk, need maintenance
61,46.79785,not good, high risk, need maintenance
60,47.2752,not good, high risk, need maintenance
59,46.30869,not good, high risk, need maintenance
58,46.69261,not good, high risk, need maintenance
57,47.638466,not good, high risk, need maintenance
56,49.7508,not good, high risk, need maintenance
55,48.734715,not good, high risk, need maintenance
54,47.715263,not good, high risk, need maintenance
53,46.523743,not good, high risk, need maintenance
52,44.744675,not good, high risk, need maintenance
